year,team,conference,division,expected_wins,total_games,total_wins,total_losses,total_ties,conference_games,conference_wins,conference_losses,conference_ties,home_games,home_wins,home_losses,home_ties,away_games,away_wins,away_losses,away_ties
2021,Air Force,Mountain West,Mountain,9.1,13,10,3,0,8,6,2,0,6,4,2,0,5,5,0,0
2021,Akron,Mid-American,East,1.9,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2021,Alabama,SEC,West,11,15,13,2,0,9,8,1,0,7,7,0,0,4,3,1,0
2021,Appalachian State,Sun Belt,West,11.3,14,10,4,0,9,7,2,0,7,7,0,0,6,3,3,0
2021,Arizona,Pac-12,South,1.9,12,1,11,0,9,1,8,0,6,1,5,0,5,0,5,0
2021,Arizona State,Pac-12,South,9.2,13,8,5,0,9,6,3,0,7,6,1,0,5,2,3,0
2021,Arkansas,SEC,West,9.2,13,9,4,0,8,4,4,0,7,6,1,0,4,1,3,0
2021,Arkansas State,Sun Belt,East,2.9,12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
2021,Army,FBS Independents,,10,13,9,4,0,0,0,0,0,7,5,2,0,4,2,2,0
2021,Auburn,SEC,West,6.3,13,6,7,0,8,3,5,0,7,4,3,0,5,2,3,0
2021,Ball State,Mid-American,West,4.2,13,6,7,0,8,4,4,0,6,3,3,0,6,3,3,0
2021,Baylor,Big 12,,10.2,14,12,2,0,10,8,2,0,7,7,0,0,5,3,2,0
2021,Boise State,Mountain West,Mountain,6.6,12,7,5,0,8,5,3,0,6,3,3,0,6,4,2,0
2021,Boston College,ACC,Atlantic,6.4,12,6,6,0,8,2,6,0,6,3,3,0,6,3,3,0
2021,Bowling Green,Mid-American,East,3,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2021,Buffalo,Mid-American,East,4.4,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2021,BYU,FBS Independents,,8.3,13,10,3,0,0,0,0,0,6,5,1,0,5,4,1,0
2021,California,Pac-12,North,6.1,12,5,7,0,9,4,5,0,6,4,2,0,6,1,5,0
2021,Central Michigan,Mid-American,West,8.3,13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0
2021,Charlotte,Conference USA,East,3.2,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
2021,Cincinnati,American Athletic,East,10.9,14,13,1,0,9,9,0,0,7,7,0,0,6,6,0,0
2021,Clemson,ACC,Atlantic,8.7,13,10,3,0,8,6,2,0,6,6,0,0,5,3,2,0
2021,Coastal Carolina,Sun Belt,West,9.5,13,11,2,0,8,6,2,0,7,6,1,0,5,4,1,0
2021,Colorado,Pac-12,South,3.2,12,4,8,0,9,3,6,0,6,4,2,0,5,0,5,0
2021,Colorado State,Mountain West,Mountain,6,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
2021,Connecticut,FBS Independents,,1.5,12,1,11,0,0,0,0,0,6,1,5,0,6,0,6,0
2021,Duke,ACC,Coastal,4.1,12,3,9,0,8,0,8,0,7,3,4,0,5,0,5,0
2021,East Carolina,American Athletic,East,5.7,12,7,5,0,8,5,3,0,6,4,2,0,6,3,3,0
2021,Eastern Michigan,Mid-American,West,3.5,13,7,6,0,8,4,4,0,6,4,2,0,6,3,3,0
2021,Florida,SEC,East,8.3,13,6,7,0,8,2,6,0,6,5,1,0,5,1,4,0
2021,Florida Atlantic,Conference USA,East,6.4,12,5,7,0,8,3,5,0,6,4,2,0,6,1,5,0
2021,Florida International,Conference USA,East,1.2,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2021,Florida State,ACC,Atlantic,6,12,5,7,0,9,4,5,0,7,3,4,0,5,2,3,0
2021,Fresno State,Mountain West,West,8.3,13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
2021,Georgia,SEC,East,13.9,15,14,1,0,9,8,1,0,6,6,0,0,4,4,0,0
2021,Georgia Southern,Sun Belt,West,3.2,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
2021,Georgia State,Sun Belt,West,6.9,13,8,5,0,8,6,2,0,6,4,2,0,6,3,3,0
2021,Georgia Tech,ACC,Coastal,3,12,3,9,0,9,2,7,0,6,1,5,0,5,1,4,0
2021,Hawai'i,Mountain West,West,5.3,13,6,7,0,8,3,5,0,6,4,2,0,7,2,5,0
2021,Houston,American Athletic,West,10.8,14,12,2,0,9,8,1,0,5,5,0,0,7,6,1,0
2021,Illinois,Big Ten,West,6.1,12,5,7,0,9,4,5,0,7,3,4,0,5,2,3,0
2021,Indiana,Big Ten,East,2.9,12,2,10,0,9,0,9,0,6,1,5,0,6,1,5,0
2021,Iowa,Big Ten,West,7,14,10,4,0,10,7,3,0,7,6,1,0,5,4,1,0
2021,Iowa State,Big 12,,7.3,13,7,6,0,9,5,4,0,6,5,1,0,6,2,4,0
2021,Kansas,Big 12,,1.7,12,2,10,0,9,1,8,0,6,1,5,0,6,1,5,0
2021,Kansas State,Big 12,,7.4,13,8,5,0,9,4,5,0,7,4,3,0,4,2,2,0
2021,Kent State,Mid-American,East,5.7,14,7,7,0,9,6,3,0,5,5,0,0,7,2,5,0
2021,Kentucky,SEC,East,8.5,13,10,3,0,8,5,3,0,7,6,1,0,5,3,2,0
2021,Liberty,FBS Independents,,7.9,13,8,5,0,0,0,0,0,6,4,2,0,6,3,3,0
2021,Louisiana,Sun Belt,East,8.7,14,13,1,0,9,9,0,0,7,7,0,0,6,5,1,0
2021,Louisiana Monroe,Sun Belt,East,3,12,4,8,0,8,2,6,0,6,4,2,0,6,0,6,0
2021,Louisiana Tech,Conference USA,West,4.1,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2021,Louisville,ACC,Atlantic,8.8,13,6,7,0,8,4,4,0,7,4,3,0,4,2,2,0
2021,LSU,SEC,West,7.2,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2021,Marshall,Conference USA,East,6.4,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
2021,Maryland,Big Ten,East,6.1,13,7,6,0,9,3,6,0,7,4,3,0,5,2,3,0
2021,Memphis,American Athletic,West,6.4,12,6,6,0,8,3,5,0,7,5,2,0,5,1,4,0
2021,Miami,ACC,Coastal,6,12,7,5,0,8,5,3,0,7,5,2,0,4,2,2,0
2021,Miami (OH),Mid-American,East,6.3,13,7,6,0,8,5,3,0,5,5,0,0,7,1,6,0
2021,Michigan,Big Ten,East,11.7,14,12,2,0,10,9,1,0,7,7,0,0,5,4,1,0
2021,Michigan State,Big Ten,East,9.2,13,11,2,0,9,7,2,0,6,6,0,0,6,4,2,0
2021,Middle Tennessee,Conference USA,East,4.1,13,7,6,0,8,4,4,0,5,4,1,0,7,2,5,0
2021,Minnesota,Big Ten,West,10.1,13,9,4,0,9,6,3,0,7,4,3,0,5,4,1,0
2021,Mississippi State,SEC,West,6.1,13,7,6,0,8,4,4,0,7,4,3,0,5,3,2,0
2021,Missouri,SEC,East,3.9,13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
2021,Navy,American Athletic,West,7,12,4,8,0,8,3,5,0,6,1,5,0,6,3,3,0
2021,NC State,ACC,Atlantic,8,12,9,3,0,8,6,2,0,7,7,0,0,5,2,3,0
2021,Nebraska,Big Ten,West,7.6,12,3,9,0,9,1,8,0,7,3,4,0,5,0,5,0
2021,Nevada,Mountain West,West,6.5,13,8,5,0,8,5,3,0,6,5,1,0,6,3,3,0
2021,New Mexico,Mountain West,Mountain,2.3,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2021,New Mexico State,FBS Independents,,2.1,12,2,10,0,0,0,0,0,5,2,3,0,7,0,7,0
2021,North Carolina,ACC,Coastal,5.8,13,6,7,0,10,4,6,0,7,6,1,0,4,0,4,0
2021,Northern Illinois,Mid-American,West,7.7,14,9,5,0,9,7,2,0,6,4,2,0,6,4,2,0
2021,North Texas,Conference USA,West,6.1,13,6,7,0,8,5,3,0,6,3,3,0,6,3,3,0
2021,Northwestern,Big Ten,West,3.4,12,3,9,0,9,1,8,0,6,3,3,0,5,0,5,0
2021,Notre Dame,FBS Independents,,9.8,13,11,2,0,5,5,0,0,7,6,1,0,4,4,0,0
2021,Ohio,Mid-American,East,3.9,12,3,9,0,8,3,5,0,6,1,5,0,6,2,4,0
2021,Ohio State,Big Ten,East,9.9,13,11,2,0,9,8,1,0,7,6,1,0,5,4,1,0
2021,Oklahoma,Big 12,,8.4,13,11,2,0,9,7,2,0,7,7,0,0,4,2,2,0
2021,Oklahoma State,Big 12,,10.1,14,12,2,0,10,8,2,0,7,7,0,0,5,4,1,0
2021,Old Dominion,Conference USA,East,5.8,13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0
2021,Ole Miss,SEC,West,9,13,10,3,0,8,6,2,0,7,7,0,0,4,2,2,0
2021,Oregon,Pac-12,North,9.8,14,10,4,0,10,7,3,0,7,7,0,0,5,3,2,0
2021,Oregon State,Pac-12,North,8.7,13,7,6,0,9,5,4,0,6,6,0,0,6,1,5,0
2021,Penn State,Big Ten,East,7.1,13,7,6,0,9,4,5,0,7,5,2,0,5,2,3,0
2021,Pittsburgh,ACC,Coastal,10.6,14,11,3,0,9,8,1,0,7,5,2,0,5,5,0,0
2021,Purdue,Big Ten,West,6.2,13,9,4,0,9,6,3,0,6,4,2,0,5,3,2,0
2021,Rice,Conference USA,West,4.9,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
2021,Rutgers,Big Ten,East,4.1,13,5,8,0,9,2,7,0,6,2,4,0,6,3,3,0
2021,San Diego State,Mountain West,West,10.4,14,12,2,0,9,7,2,0,8,6,2,0,5,5,0,0
2021,San José State,Mountain West,West,4.2,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2021,SMU,American Athletic,West,6.9,12,8,4,0,8,4,4,0,6,5,1,0,6,3,3,0
2021,South Alabama,Sun Belt,East,5.1,12,5,7,0,8,2,6,0,6,4,2,0,6,1,5,0
2021,South Carolina,SEC,East,6.9,13,7,6,0,8,3,5,0,7,5,2,0,5,1,4,0
2021,Southern Mississippi,Conference USA,West,3.3,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
2021,South Florida,American Athletic,East,3.3,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2021,Stanford,Pac-12,North,2.8,12,3,9,0,9,2,7,0,6,1,5,0,5,2,3,0
2021,Syracuse,ACC,Atlantic,5.6,12,5,7,0,8,2,6,0,7,3,4,0,5,2,3,0
2021,TCU,Big 12,,4.8,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0
2021,Temple,American Athletic,East,2.1,12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
2021,Tennessee,SEC,East,8.1,13,7,6,0,8,4,4,0,8,5,3,0,4,2,2,0
2021,Texas,Big 12,,4.6,12,5,7,0,9,3,6,0,6,4,2,0,5,1,4,0
2021,Texas A&M,SEC,West,9,12,8,4,0,8,4,4,0,7,6,1,0,3,1,2,0
2021,Texas State,Sun Belt,East,2.3,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2021,Texas Tech,Big 12,,6,13,7,6,0,9,3,6,0,6,3,3,0,5,2,3,0
2021,Toledo,Mid-American,West,8,13,7,6,0,8,5,3,0,6,3,3,0,6,4,2,0
2021,Troy,Sun Belt,East,4.9,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2021,Tulane,American Athletic,West,4.3,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2021,Tulsa,American Athletic,West,6.5,13,7,6,0,8,5,3,0,6,3,3,0,6,3,3,0
2021,UAB,Conference USA,West,9.5,13,9,4,0,8,6,2,0,5,3,2,0,6,4,2,0
2021,UCF,American Athletic,East,7.3,13,9,4,0,8,5,3,0,7,7,0,0,5,1,4,0
2021,UCLA,Pac-12,South,8.8,12,8,4,0,9,6,3,0,7,4,3,0,5,4,1,0
2021,UMass,FBS Independents,,1.3,12,1,11,0,0,0,0,0,6,1,5,0,6,0,6,0
2021,UNLV,Mountain West,West,2.1,12,2,10,0,8,2,6,0,6,1,5,0,6,1,5,0
2021,USC,Pac-12,South,3.5,12,4,8,0,9,3,6,0,7,2,5,0,5,2,3,0
2021,Utah,Pac-12,South,10.2,14,10,4,0,10,9,1,0,6,6,0,0,6,3,3,0
2021,Utah State,Mountain West,Mountain,8.7,14,11,3,0,9,7,2,0,6,3,3,0,7,7,0,0
2021,UTEP,Conference USA,West,8.2,13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
2021,UT San Antonio,Conference USA,West,9.2,14,12,2,0,9,8,1,0,7,7,0,0,6,5,1,0
2021,Vanderbilt,SEC,East,0.9,12,2,10,0,8,0,8,0,7,1,6,0,5,1,4,0
2021,Virginia,ACC,Coastal,4.6,12,6,6,0,9,4,5,0,7,4,3,0,5,2,3,0
2021,Virginia Tech,ACC,Coastal,5.9,13,6,7,0,9,4,5,0,7,4,3,0,5,2,3,0
2021,Wake Forest,ACC,Atlantic,7.5,14,11,3,0,10,7,3,0,6,6,0,0,6,4,2,0
2021,Washington,Pac-12,North,4.5,12,4,8,0,9,3,6,0,7,2,5,0,5,2,3,0
2021,Washington State,Pac-12,North,5.6,13,7,6,0,9,6,3,0,7,4,3,0,5,3,2,0
2021,Western Kentucky,Conference USA,East,7.2,14,9,5,0,9,7,2,0,6,4,2,0,7,4,3,0
2021,Western Michigan,Mid-American,West,9.4,13,8,5,0,8,4,4,0,6,4,2,0,6,3,3,0
2021,West Virginia,Big 12,,6,13,6,7,0,9,4,5,0,6,4,2,0,6,2,4,0
2021,Wisconsin,Big Ten,West,9,13,9,4,0,9,6,3,0,7,5,2,0,4,3,1,0
2021,Wyoming,Mountain West,Mountain,7.6,13,7,6,0,8,2,6,0,6,3,3,0,6,3,3,0
2020,Air Force,Mountain West,Mountain,4.7,6,3,3,0,4,2,2,0,3,2,1,0,3,1,2,0
2020,Akron,Mid-American,East,1.8,6,1,5,0,6,1,5,0,3,1,2,0,3,0,3,0
2020,Alabama,SEC,West,12.6,13,13,0,0,11,11,0,0,5,5,0,0,5,5,0,0
2020,Appalachian State,Sun Belt,West,8.7,12,9,3,0,8,6,2,0,6,5,1,0,5,3,2,0
2020,Arizona,Pac-12,South,0.5,5,0,5,0,5,0,5,0,3,0,3,0,2,0,2,0
2020,Arizona State,Pac-12,South,2.7,4,2,2,0,4,2,2,0,1,0,1,0,3,2,1,0
2020,Arkansas,SEC,West,5.9,10,3,7,0,10,3,7,0,5,2,3,0,5,1,4,0
2020,Arkansas State,Sun Belt,East,4.7,11,4,7,0,8,2,6,0,5,3,2,0,6,1,5,0
2020,Army,FBS Independents,,9.2,12,9,3,0,0,0,0,0,7,7,0,0,3,1,2,0
2020,Auburn,SEC,West,4.7,11,6,5,0,10,6,4,0,5,4,1,0,5,2,3,0
2020,Ball State,Mid-American,West,4.6,8,7,1,0,7,6,1,0,3,3,0,0,3,2,1,0
2020,Baylor,Big 12,,2.5,9,2,7,0,9,2,7,0,4,2,2,0,5,0,5,0
2020,Boise State,Mountain West,Mountain,4.7,7,5,2,0,6,5,1,0,3,2,1,0,3,3,0,0
2020,Boston College,ACC,Atlantic,4.3,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0
2020,Bowling Green,Mid-American,East,0,5,0,5,0,5,0,5,0,2,0,2,0,3,0,3,0
2020,Buffalo,Mid-American,East,6.1,7,6,1,0,6,5,1,0,3,3,0,0,2,2,0,0
2020,BYU,FBS Independents,,10.3,12,11,1,0,0,0,0,0,7,7,0,0,4,3,1,0
2020,California,Pac-12,North,1.1,4,1,3,0,4,1,3,0,2,1,1,0,2,0,2,0
2020,Central Michigan,Mid-American,West,2.7,6,3,3,0,6,3,3,0,3,1,2,0,3,2,1,0
2020,Charlotte,Conference USA,East,2.2,6,2,4,0,4,2,2,0,2,1,1,0,4,1,3,0
2020,Cincinnati,American Athletic,East,9,10,9,1,0,7,7,0,0,7,7,0,0,2,2,0,0
2020,Clemson,ACC,Atlantic,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,3,1,0
2020,Coastal Carolina,Sun Belt,West,10.9,12,11,1,0,8,8,0,0,6,6,0,0,5,5,0,0
2020,Colorado,Pac-12,South,4.1,6,4,2,0,4,3,1,0,3,2,1,0,2,2,0,0
2020,Colorado State,Mountain West,Mountain,0.9,4,1,3,0,4,1,3,0,1,1,0,0,3,0,3,0
2020,Duke,ACC,Coastal,2.2,11,2,9,0,10,1,9,0,5,1,4,0,6,1,5,0
2020,East Carolina,American Athletic,East,2.9,9,3,6,0,8,3,5,0,4,1,3,0,5,2,3,0
2020,Eastern Michigan,Mid-American,West,2.5,6,2,4,0,6,2,4,0,3,1,2,0,3,1,2,0
2020,Florida,SEC,East,8,12,8,4,0,11,8,3,0,5,4,1,0,4,3,1,0
2020,Florida Atlantic,Conference USA,East,3.6,9,5,4,0,6,4,2,0,4,4,0,0,4,1,3,0
2020,Florida International,Conference USA,East,0.9,5,0,5,0,3,0,3,0,3,0,3,0,2,0,2,0
2020,Florida State,ACC,Atlantic,3.2,9,3,6,0,8,2,6,0,5,3,2,0,4,0,4,0
2020,Fresno State,Mountain West,West,3.4,6,3,3,0,6,3,3,0,2,1,1,0,4,2,2,0
2020,Georgia,SEC,East,7.5,10,8,2,0,9,7,2,0,3,3,0,0,5,4,1,0
2020,Georgia Southern,Sun Belt,West,10,13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
2020,Georgia State,Sun Belt,West,6.1,10,6,4,0,8,4,4,0,5,3,2,0,4,2,2,0
2020,Georgia Tech,ACC,Coastal,4.2,10,3,7,0,9,3,6,0,6,2,4,0,4,1,3,0
2020,Hawai'i,Mountain West,West,4.1,9,5,4,0,8,4,4,0,4,3,1,0,4,1,3,0
2020,Houston,American Athletic,West,3.4,8,3,5,0,6,3,3,0,4,2,2,0,3,1,2,0
2020,Illinois,Big Ten,West,2.3,8,2,6,0,8,2,6,0,3,0,3,0,5,2,3,0
2020,Indiana,Big Ten,East,4.4,8,6,2,0,7,6,1,0,3,3,0,0,4,3,1,0
2020,Iowa,Big Ten,West,6.3,8,6,2,0,8,6,2,0,4,3,1,0,4,3,1,0
2020,Iowa State,Big 12,,8.7,12,9,3,0,10,8,2,0,6,5,1,0,4,3,1,0
2020,Kansas,Big 12,,0.3,9,0,9,0,8,0,8,0,4,0,4,0,5,0,5,0
2020,Kansas State,Big 12,,5,10,4,6,0,9,4,5,0,5,2,3,0,5,2,3,0
2020,Kent State,Mid-American,East,3,4,3,1,0,4,3,1,0,2,2,0,0,2,1,1,0
2020,Kentucky,SEC,East,5.7,11,5,6,0,10,4,6,0,5,3,2,0,5,1,4,0
2020,Liberty,FBS Independents,,8.1,11,10,1,0,0,0,0,0,6,6,0,0,4,3,1,0
2020,Louisiana,Sun Belt,East,7.1,11,10,1,0,8,7,1,0,4,3,1,0,6,6,0,0
2020,Louisiana Monroe,Sun Belt,East,0.1,10,0,10,0,7,0,7,0,5,0,5,0,5,0,5,0
2020,Louisiana Tech,Conference USA,West,2.8,10,5,5,0,6,4,2,0,4,3,1,0,5,2,3,0
2020,Louisville,ACC,Atlantic,5.5,11,4,7,0,10,3,7,0,6,4,2,0,5,0,5,0
2020,LSU,SEC,West,3.1,10,5,5,0,10,5,5,0,5,2,3,0,5,3,2,0
2020,Marshall,Conference USA,East,7,10,7,3,0,6,4,2,0,7,5,2,0,2,2,0,0
2020,Maryland,Big Ten,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0
2020,Memphis,American Athletic,West,5.3,11,8,3,0,8,5,3,0,6,6,0,0,4,1,3,0
2020,Miami,ACC,Coastal,6.8,11,8,3,0,9,7,2,0,5,4,1,0,5,4,1,0
2020,Miami (OH),Mid-American,East,1,3,2,1,0,3,2,1,0,1,1,0,0,2,1,1,0
2020,Michigan,Big Ten,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0
2020,Michigan State,Big Ten,East,2.6,7,2,5,0,7,2,5,0,4,1,3,0,3,1,2,0
2020,Middle Tennessee,Conference USA,East,3.5,9,3,6,0,5,2,3,0,3,0,3,0,6,3,3,0
2020,Minnesota,Big Ten,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0
2020,Mississippi State,SEC,West,2.5,11,4,7,0,10,3,7,0,5,2,3,0,5,1,4,0
2020,Missouri,SEC,East,3.9,10,5,5,0,10,5,5,0,5,3,2,0,5,2,3,0
2020,Navy,American Athletic,West,4.7,10,3,7,0,7,3,4,0,5,1,4,0,4,2,2,0
2020,NC State,ACC,Atlantic,6.2,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0
2020,Nebraska,Big Ten,West,3.5,8,3,5,0,8,3,5,0,3,1,2,0,5,2,3,0
2020,Nevada,Mountain West,West,5,9,7,2,0,8,6,2,0,4,4,0,0,4,2,2,0
2020,New Mexico,Mountain West,Mountain,2.3,7,2,5,0,7,2,5,0,4,2,2,0,3,0,3,0
2020,New Mexico State,FBS Independents,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,North Carolina,ACC,Coastal,8.6,12,8,4,0,10,7,3,0,6,5,1,0,5,3,2,0
2020,Northern Illinois,Mid-American,West,0.7,6,0,6,0,6,0,6,0,3,0,3,0,3,0,3,0
2020,North Texas,Conference USA,West,4.2,10,4,6,0,7,3,4,0,6,2,4,0,3,2,1,0
2020,Northwestern,Big Ten,West,6.1,9,7,2,0,8,6,2,0,4,4,0,0,3,2,1,0
2020,Notre Dame,FBS Independents,,9.1,12,10,2,0,10,9,1,0,6,6,0,0,4,4,0,0
2020,Ohio,Mid-American,East,1.9,3,2,1,0,3,2,1,0,2,2,0,0,1,0,1,0
2020,Ohio State,Big Ten,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0
2020,Oklahoma,Big 12,,9,11,9,2,0,9,7,2,0,5,4,1,0,3,2,1,0
2020,Oklahoma State,Big 12,,6.7,11,8,3,0,9,6,3,0,5,4,1,0,5,3,2,0
2020,Ole Miss,SEC,West,4.2,10,5,5,0,9,4,5,0,5,2,3,0,4,2,2,0
2020,Oregon,Pac-12,North,5,7,4,3,0,6,4,2,0,2,2,0,0,4,2,2,0
2020,Oregon State,Pac-12,North,2.1,7,2,5,0,7,2,5,0,5,2,3,0,2,0,2,0
2020,Penn State,Big Ten,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0
2020,Pittsburgh,ACC,Coastal,6.1,11,6,5,0,10,5,5,0,6,4,2,0,5,2,3,0
2020,Purdue,Big Ten,West,1.2,6,2,4,0,6,2,4,0,4,1,3,0,2,1,1,0
2020,Rice,Conference USA,West,2.6,5,2,3,0,5,2,3,0,2,0,2,0,3,2,1,0
2020,Rutgers,Big Ten,East,2,9,3,6,0,9,3,6,0,5,0,5,0,4,3,1,0
2020,San Diego State,Mountain West,West,5.5,8,4,4,0,6,4,2,0,4,3,1,0,4,1,3,0
2020,San José State,Mountain West,West,5.4,8,7,1,0,7,7,0,0,4,4,0,0,2,2,0,0
2020,SMU,American Athletic,West,6.2,10,7,3,0,7,4,3,0,4,3,1,0,6,4,2,0
2020,South Alabama,Sun Belt,East,3.9,11,4,7,0,8,3,5,0,6,2,4,0,5,2,3,0
2020,South Carolina,SEC,East,2.7,10,2,8,0,10,2,8,0,5,1,4,0,5,1,4,0
2020,Southern Mississippi,Conference USA,West,3.5,10,3,7,0,6,2,4,0,7,2,5,0,3,1,2,0
2020,South Florida,American Athletic,East,1.7,9,1,8,0,7,0,7,0,4,1,3,0,5,0,5,0
2020,Stanford,Pac-12,North,1.6,6,4,2,0,6,4,2,0,1,0,1,0,5,4,1,0
2020,Syracuse,ACC,Atlantic,1.4,11,1,10,0,10,1,9,0,6,1,5,0,5,0,5,0
2020,TCU,Big 12,,6.2,10,6,4,0,9,5,4,0,6,3,3,0,4,3,1,0
2020,Temple,American Athletic,East,1,7,1,6,0,7,1,6,0,3,1,2,0,4,0,4,0
2020,Tennessee,SEC,East,3.3,10,3,7,0,10,3,7,0,5,1,4,0,5,2,3,0
2020,Texas,Big 12,,6.3,10,7,3,0,8,5,3,0,5,3,2,0,3,3,0,0
2020,Texas A&M,SEC,West,8.4,10,9,1,0,9,8,1,0,4,4,0,0,5,4,1,0
2020,Texas State,Sun Belt,East,2.1,12,2,10,0,8,2,6,0,6,1,5,0,6,1,5,0
2020,Texas Tech,Big 12,,3.7,10,4,6,0,9,3,6,0,6,4,2,0,4,0,4,0
2020,Toledo,Mid-American,West,4,6,4,2,0,6,4,2,0,3,2,1,0,3,2,1,0
2020,Troy,Sun Belt,East,5.4,11,5,6,0,7,3,4,0,5,2,3,0,6,3,3,0
2020,Tulane,American Athletic,West,5.6,12,6,6,0,8,3,5,0,5,3,2,0,6,3,3,0
2020,Tulsa,American Athletic,West,6.2,9,6,3,0,7,6,1,0,3,3,0,0,5,3,2,0
2020,UAB,Conference USA,West,7.4,9,6,3,0,5,4,1,0,4,3,1,0,5,3,2,0
2020,UCF,American Athletic,East,6.4,10,6,4,0,8,5,3,0,4,2,2,0,5,4,1,0
2020,UCLA,Pac-12,South,5.3,7,3,4,0,7,3,4,0,4,2,2,0,3,1,2,0
2020,UMass,FBS Independents,,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
2020,UNLV,Mountain West,West,0.6,6,0,6,0,6,0,6,0,3,0,3,0,3,0,3,0
2020,USC,Pac-12,South,2.7,6,5,1,0,6,5,1,0,3,2,1,0,3,3,0,0
2020,Utah,Pac-12,South,3.7,5,3,2,0,5,3,2,0,3,2,1,0,2,1,1,0
2020,Utah State,Mountain West,Mountain,1,6,1,5,0,6,1,5,0,4,1,3,0,2,0,2,0
2020,UTEP,Conference USA,West,4,8,3,5,0,4,0,4,0,3,2,1,0,5,1,4,0
2020,UT San Antonio,Conference USA,West,6.3,12,7,5,0,6,4,2,0,6,5,1,0,5,2,3,0
2020,Vanderbilt,SEC,East,1.1,9,0,9,0,9,0,9,0,5,0,5,0,4,0,4,0
2020,Virginia,ACC,Coastal,4.3,10,5,5,0,9,4,5,0,6,5,1,0,4,0,4,0
2020,Virginia Tech,ACC,Coastal,6.8,11,5,6,0,10,5,5,0,6,3,3,0,5,2,3,0
2020,Wake Forest,ACC,Atlantic,4.7,9,4,5,0,7,3,4,0,4,3,1,0,4,1,3,0
2020,Washington,Pac-12,North,2.6,4,3,1,0,4,3,1,0,4,3,1,0,0,0,0,0
2020,Washington State,Pac-12,North,0.7,4,1,3,0,4,1,3,0,1,0,1,0,3,1,2,0
2020,Western Kentucky,Conference USA,East,4.5,12,5,7,0,7,4,3,0,5,3,2,0,6,2,4,0
2020,Western Michigan,Mid-American,West,4.6,6,4,2,0,6,4,2,0,3,2,1,0,3,2,1,0
2020,West Virginia,Big 12,,5.2,10,6,4,0,8,4,4,0,5,5,0,0,4,0,4,0
2020,Wisconsin,Big Ten,West,4.8,7,4,3,0,6,3,3,0,3,2,1,0,3,1,2,0
2020,Wyoming,Mountain West,Mountain,3.1,6,2,4,0,6,2,4,0,2,1,1,0,4,1,3,0
2019,Air Force,Mountain West,Mountain,10.9,13,11,2,0,8,7,1,0,6,6,0,0,6,4,2,0
2019,Akron,Mid-American,East,1.4,12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0
2019,Alabama,SEC,West,11.4,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
2019,Appalachian State,Sun Belt,West,10.6,14,13,1,0,9,8,1,0,7,6,1,0,6,6,0,0
2019,Arizona,Pac-12,South,4,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2019,Arizona State,Pac-12,South,5.1,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0
2019,Arkansas,SEC,West,2.3,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0
